attr	element	anim	treatValueAs
xml:lang	vkern	FALSE	ignore
xml:space	a	FALSE	ignore
xml:space	altGlyph	FALSE	ignore
xml:space	altGlyphDef	FALSE	ignore
xml:space	altGlyphItem	FALSE	ignore
xml:space	animate	FALSE	ignore
xml:space	animateColor	FALSE	ignore
xml:space	animateMotion	FALSE	ignore
xml:space	animateTransform	FALSE	ignore
xml:space	circle	FALSE	ignore
xml:space	clipPath	FALSE	ignore
xml:space	color-profile	FALSE	ignore
xml:space	cursor	FALSE	ignore
xml:space	defs	FALSE	ignore
xml:space	desc	FALSE	ignore
xml:space	ellipse	FALSE	ignore
xml:space	feBlend	FALSE	ignore
xml:space	feColorMatrix	FALSE	ignore
xml:space	feComponentTransfer	FALSE	ignore
xml:space	feComposite	FALSE	ignore
xml:space	feConvolveMatrix	FALSE	ignore
xml:space	feDiffuseLighting	FALSE	ignore
xml:space	feDisplacementMap	FALSE	ignore
xml:space	feDistantLight	FALSE	ignore
xml:space	feFlood	FALSE	ignore
xml:space	feFuncA	FALSE	ignore
xml:space	feFuncB	FALSE	ignore
xml:space	feFuncG	FALSE	ignore
xml:space	feFuncR	FALSE	ignore
xml:space	feGaussianBlur	FALSE	ignore
xml:space	feImage	FALSE	ignore
xml:space	feMerge	FALSE	ignore
xml:space	feMergeNode	FALSE	ignore
xml:space	feMorphology	FALSE	ignore
xml:space	feOffset	FALSE	ignore
xml:space	fePointLight	FALSE	ignore
xml:space	feSpecularLighting	FALSE	ignore
xml:space	feSpotLight	FALSE	ignore
xml:space	feTile	FALSE	ignore
xml:space	feTurbulence	FALSE	ignore
xml:space	filter	FALSE	ignore
xml:space	font	FALSE	ignore
xml:space	font-face	FALSE	ignore
xml:space	font-face-format	FALSE	ignore
xml:space	font-face-name	FALSE	ignore
xml:space	font-face-src	FALSE	ignore
xml:space	font-face-uri	FALSE	ignore
xml:space	foreignObject	FALSE	ignore
xml:space	g	FALSE	ignore
xml:space	glyph	FALSE	ignore
xml:space	glyphRef	FALSE	ignore
xml:space	hkern	FALSE	ignore
xml:space	image	FALSE	ignore
xml:space	line	FALSE	ignore
xml:space	linearGradient	FALSE	ignore
xml:space	marker	FALSE	ignore
xml:space	mask	FALSE	ignore
xml:space	metadata	FALSE	ignore
xml:space	missing-glyph	FALSE	ignore
xml:space	mpath	FALSE	ignore
xml:space	path	FALSE	ignore
xml:space	pattern	FALSE	ignore
xml:space	polygon	FALSE	ignore
xml:space	polyline	FALSE	ignore
xml:space	radialGradient	FALSE	ignore
xml:space	rect	FALSE	ignore
xml:space	script	FALSE	ignore
xml:space	set	FALSE	ignore
xml:space	stop	FALSE	ignore
xml:space	style	FALSE	ignore
xml:space	svg	FALSE	ignore
xml:space	switch	FALSE	ignore
xml:space	symbol	FALSE	ignore
xml:space	text	FALSE	ignore
xml:space	textPath	FALSE	ignore
xml:space	title	FALSE	ignore
xml:space	tref	FALSE	ignore
xml:space	tspan	FALSE	ignore
xml:space	use	FALSE	ignore
xml:space	view	FALSE	ignore
xml:space	vkern	FALSE	ignore
y	image	TRUE	ignore
y	svg	TRUE	ignore
y	use	TRUE	ignore
class	a	TRUE	wsp-list
class	altGlyph	TRUE	wsp-list
class	circle	TRUE	wsp-list
class	clipPath	TRUE	wsp-list
class	defs	TRUE	wsp-list
class	desc	TRUE	wsp-list
class	ellipse	TRUE	wsp-list
class	feBlend	TRUE	wsp-list
class	feColorMatrix	TRUE	wsp-list
class	feComponentTransfer	TRUE	wsp-list
class	feComposite	TRUE	wsp-list
class	feConvolveMatrix	TRUE	wsp-list
class	feDiffuseLighting	TRUE	wsp-list
class	feDisplacementMap	TRUE	wsp-list
class	feFlood	TRUE	wsp-list
class	feGaussianBlur	TRUE	wsp-list
class	feImage	TRUE	wsp-list
class	feMerge	TRUE	wsp-list
class	feMorphology	TRUE	wsp-list
class	feOffset	TRUE	wsp-list
class	feSpecularLighting	TRUE	wsp-list
class	feTile	TRUE	wsp-list
class	feTurbulence	TRUE	wsp-list
class	filter	TRUE	wsp-list
class	font	TRUE	wsp-list
class	foreignObject	TRUE	wsp-list
class	g	TRUE	wsp-list
class	glyph	TRUE	wsp-list
class	glyphRef	TRUE	wsp-list
class	image	TRUE	wsp-list
class	line	TRUE	wsp-list
class	linearGradient	TRUE	wsp-list
class	marker	TRUE	wsp-list
class	mask	TRUE	wsp-list
class	missing-glyph	TRUE	wsp-list
class	path	TRUE	wsp-list
class	pattern	TRUE	wsp-list
class	polygon	TRUE	wsp-list
class	polyline	TRUE	wsp-list
class	radialGradient	TRUE	wsp-list
class	rect	TRUE	wsp-list
class	stop	TRUE	wsp-list
class	svg	TRUE	wsp-list
class	switch	TRUE	wsp-list
class	symbol	TRUE	wsp-list
class	text	TRUE	wsp-list
class	textPath	TRUE	wsp-list
class	title	TRUE	wsp-list
class	tref	TRUE	wsp-list
class	tspan	TRUE	wsp-list
class	use	TRUE	wsp-list
contentStyleType	svg	FALSE	ignore
media	style	FALSE	cmm-list
style	a	FALSE	cln-scln-list
style	altGlyph	FALSE	cln-scln-list
style	circle	FALSE	cln-scln-list
style	clipPath	FALSE	cln-scln-list
style	defs	FALSE	cln-scln-list
style	desc	FALSE	cln-scln-list
style	ellipse	FALSE	cln-scln-list
style	feBlend	FALSE	cln-scln-list
style	feColorMatrix	FALSE	cln-scln-list
style	feComponentTransfer	FALSE	cln-scln-list
style	feComposite	FALSE	cln-scln-list
style	feConvolveMatrix	FALSE	cln-scln-list
style	feDiffuseLighting	FALSE	cln-scln-list
style	feDisplacementMap	FALSE	cln-scln-list
style	feFlood	FALSE	cln-scln-list
style	feGaussianBlur	FALSE	cln-scln-list
style	feImage	FALSE	cln-scln-list
style	feMerge	FALSE	cln-scln-list
style	feMorphology	FALSE	cln-scln-list
style	feOffset	FALSE	cln-scln-list
style	feSpecularLighting	FALSE	cln-scln-list
style	feTile	FALSE	cln-scln-list
style	feTurbulence	FALSE	cln-scln-list
style	filter	FALSE	cln-scln-list
style	font	FALSE	cln-scln-list
style	foreignObject	FALSE	cln-scln-list
style	g	FALSE	cln-scln-list
style	glyph	FALSE	cln-scln-list
style	glyphRef	FALSE	cln-scln-list
style	image	FALSE	cln-scln-list
style	line	FALSE	cln-scln-list
style	linearGradient	FALSE	cln-scln-list
style	marker	FALSE	cln-scln-list
style	mask	FALSE	cln-scln-list
style	missing-glyph	FALSE	cln-scln-list
style	path	FALSE	cln-scln-list
style	pattern	FALSE	cln-scln-list
style	polygon	FALSE	cln-scln-list
style	polyline	FALSE	cln-scln-list
style	radialGradient	FALSE	cln-scln-list
style	rect	FALSE	cln-scln-list
style	stop	FALSE	cln-scln-list
style	svg	FALSE	cln-scln-list
style	switch	FALSE	cln-scln-list
style	symbol	FALSE	cln-scln-list
style	text	FALSE	cln-scln-list
style	textPath	FALSE	cln-scln-list
style	title	FALSE	cln-scln-list
style	tref	FALSE	cln-scln-list
style	tspan	FALSE	cln-scln-list
style	use	FALSE	cln-scln-list
title	style	FALSE	ignore
type	style	FALSE	ignore
clipPathUnits	clipPath	TRUE	ignore
height	mask	TRUE	ignore
maskContentUnits	mask	TRUE	ignore
maskUnits	mask	TRUE	ignore
width	mask	TRUE	ignore
x	mask	TRUE	ignore
y	mask	TRUE	ignore
contentScriptType	svg	FALSE	ignore
onabort	svg	FALSE	ignore
onactivate	a	FALSE	ignore
onactivate	altGlyph	FALSE	ignore
onactivate	circle	FALSE	ignore
onactivate	defs	FALSE	ignore
onactivate	ellipse	FALSE	ignore
onactivate	foreignObject	FALSE	ignore
onactivate	g	FALSE	ignore
onactivate	image	FALSE	ignore
onactivate	line	FALSE	ignore
onactivate	path	FALSE	ignore
onactivate	polygon	FALSE	ignore
onactivate	polyline	FALSE	ignore
onactivate	rect	FALSE	ignore
onactivate	svg	FALSE	ignore
onactivate	switch	FALSE	ignore
onactivate	symbol	FALSE	ignore
onactivate	text	FALSE	ignore
onactivate	textPath	FALSE	ignore
onactivate	tref	FALSE	ignore
onactivate	tspan	FALSE	ignore
onactivate	use	FALSE	ignore
onbegin	animate	FALSE	ignore
onbegin	animateColor	FALSE	ignore
onbegin	animateMotion	FALSE	ignore
onbegin	animateTransform	FALSE	ignore
onbegin	set	FALSE	ignore
onclick	a	FALSE	ignore
onclick	altGlyph	FALSE	ignore
onclick	circle	FALSE	ignore
onclick	defs	FALSE	ignore
onclick	ellipse	FALSE	ignore
onclick	foreignObject	FALSE	ignore
onclick	g	FALSE	ignore
onclick	image	FALSE	ignore
onclick	line	FALSE	ignore
onclick	path	FALSE	ignore
onclick	polygon	FALSE	ignore
onclick	polyline	FALSE	ignore
onclick	rect	FALSE	ignore
onclick	svg	FALSE	ignore
onclick	switch	FALSE	ignore
onclick	symbol	FALSE	ignore
onclick	text	FALSE	ignore
onclick	textPath	FALSE	ignore
onclick	tref	FALSE	ignore
onclick	tspan	FALSE	ignore
onclick	use	FALSE	ignore
onend	animate	FALSE	ignore
onend	animateColor	FALSE	ignore
onend	animateMotion	FALSE	ignore
onend	animateTransform	FALSE	ignore
onend	set	FALSE	ignore
onerror	svg	FALSE	ignore
onfocusin	a	FALSE	ignore
onfocusin	altGlyph	FALSE	ignore
onfocusin	circle	FALSE	ignore
onfocusin	defs	FALSE	ignore
onfocusin	ellipse	FALSE	ignore
onfocusin	foreignObject	FALSE	ignore
onfocusin	g	FALSE	ignore
onfocusin	image	FALSE	ignore
onfocusin	line	FALSE	ignore
onfocusin	path	FALSE	ignore
onfocusin	polygon	FALSE	ignore
onfocusin	polyline	FALSE	ignore
onfocusin	rect	FALSE	ignore
onfocusin	svg	FALSE	ignore
onfocusin	switch	FALSE	ignore
onfocusin	symbol	FALSE	ignore
onfocusin	text	FALSE	ignore
onfocusin	textPath	FALSE	ignore
onfocusin	tref	FALSE	ignore
onfocusin	tspan	FALSE	ignore
onfocusin	use	FALSE	ignore
onfocusout	a	FALSE	ignore
onfocusout	altGlyph	FALSE	ignore
onfocusout	circle	FALSE	ignore
onfocusout	defs	FALSE	ignore
onfocusout	ellipse	FALSE	ignore
onfocusout	foreignObject	FALSE	ignore
onfocusout	g	FALSE	ignore
onfocusout	image	FALSE	ignore
onfocusout	line	FALSE	ignore
onfocusout	path	FALSE	ignore
onfocusout	polygon	FALSE	ignore
onfocusout	polyline	FALSE	ignore
onfocusout	rect	FALSE	ignore
onfocusout	svg	FALSE	ignore
onfocusout	switch	FALSE	ignore
onfocusout	symbol	FALSE	ignore
onfocusout	text	FALSE	ignore
onfocusout	textPath	FALSE	ignore
onfocusout	tref	FALSE	ignore
onfocusout	tspan	FALSE	ignore
onfocusout	use	FALSE	ignore
onload	a	FALSE	ignore
onload	altGlyph	FALSE	ignore
onload	circle	FALSE	ignore
onload	defs	FALSE	ignore
onload	ellipse	FALSE	ignore
onload	foreignObject	FALSE	ignore
onload	g	FALSE	ignore
onload	image	FALSE	ignore
onload	line	FALSE	ignore
onload	path	FALSE	ignore
onload	polygon	FALSE	ignore
onload	polyline	FALSE	ignore
onload	rect	FALSE	ignore
onload	svg	FALSE	ignore
onload	switch	FALSE	ignore
onload	symbol	FALSE	ignore
onload	text	FALSE	ignore
onload	textPath	FALSE	ignore
onload	tref	FALSE	ignore
onload	tspan	FALSE	ignore
onload	use	FALSE	ignore
onload	animate	FALSE	ignore
onload	animateColor	FALSE	ignore
onload	animateMotion	FALSE	ignore
onload	animateTransform	FALSE	ignore
onload	set	FALSE	ignore
onmousedown	a	FALSE	ignore
onmousedown	altGlyph	FALSE	ignore
onmousedown	circle	FALSE	ignore
onmousedown	defs	FALSE	ignore
onmousedown	ellipse	FALSE	ignore
onmousedown	foreignObject	FALSE	ignore
onmousedown	g	FALSE	ignore
onmousedown	image	FALSE	ignore
onmousedown	line	FALSE	ignore
onmousedown	path	FALSE	ignore
onmousedown	polygon	FALSE	ignore
onmousedown	polyline	FALSE	ignore
onmousedown	rect	FALSE	ignore
onmousedown	svg	FALSE	ignore
onmousedown	switch	FALSE	ignore
onmousedown	symbol	FALSE	ignore
onmousedown	text	FALSE	ignore
onmousedown	textPath	FALSE	ignore
onmousedown	tref	FALSE	ignore
onmousedown	tspan	FALSE	ignore
onmousedown	use	FALSE	ignore
onmousemove	a	FALSE	ignore
onmousemove	altGlyph	FALSE	ignore
onmousemove	circle	FALSE	ignore
onmousemove	defs	FALSE	ignore
onmousemove	ellipse	FALSE	ignore
onmousemove	foreignObject	FALSE	ignore
onmousemove	g	FALSE	ignore
onmousemove	image	FALSE	ignore
onmousemove	line	FALSE	ignore
onmousemove	path	FALSE	ignore
onmousemove	polygon	FALSE	ignore
onmousemove	polyline	FALSE	ignore
onmousemove	rect	FALSE	ignore
onmousemove	svg	FALSE	ignore
onmousemove	switch	FALSE	ignore
onmousemove	symbol	FALSE	ignore
onmousemove	text	FALSE	ignore
onmousemove	textPath	FALSE	ignore
onmousemove	tref	FALSE	ignore
onmousemove	tspan	FALSE	ignore
onmousemove	use	FALSE	ignore
onmouseout	a	FALSE	ignore
onmouseout	altGlyph	FALSE	ignore
onmouseout	circle	FALSE	ignore
onmouseout	defs	FALSE	ignore
onmouseout	ellipse	FALSE	ignore
onmouseout	foreignObject	FALSE	ignore
onmouseout	g	FALSE	ignore
onmouseout	image	FALSE	ignore
onmouseout	line	FALSE	ignore
onmouseout	path	FALSE	ignore
onmouseout	polygon	FALSE	ignore
onmouseout	polyline	FALSE	ignore
onmouseout	rect	FALSE	ignore
onmouseout	svg	FALSE	ignore
onmouseout	switch	FALSE	ignore
onmouseout	symbol	FALSE	ignore
onmouseout	text	FALSE	ignore
onmouseout	textPath	FALSE	ignore
onmouseout	tref	FALSE	ignore
onmouseout	tspan	FALSE	ignore
onmouseout	use	FALSE	ignore
onmouseover	a	FALSE	ignore
onmouseover	altGlyph	FALSE	ignore
onmouseover	circle	FALSE	ignore
onmouseover	defs	FALSE	ignore
onmouseover	ellipse	FALSE	ignore
onmouseover	foreignObject	FALSE	ignore
onmouseover	g	FALSE	ignore
onmouseover	image	FALSE	ignore
onmouseover	line	FALSE	ignore
onmouseover	path	FALSE	ignore
onmouseover	polygon	FALSE	ignore
onmouseover	polyline	FALSE	ignore
onmouseover	rect	FALSE	ignore
onmouseover	svg	FALSE	ignore
onmouseover	switch	FALSE	ignore
onmouseover	symbol	FALSE	ignore
onmouseover	text	FALSE	ignore
onmouseover	textPath	FALSE	ignore
onmouseover	tref	FALSE	ignore
onmouseover	tspan	FALSE	ignore
onmouseover	use	FALSE	ignore
onmouseup	a	FALSE	ignore
onmouseup	altGlyph	FALSE	ignore
onmouseup	circle	FALSE	ignore
onmouseup	defs	FALSE	ignore
onmouseup	ellipse	FALSE	ignore
onmouseup	foreignObject	FALSE	ignore
onmouseup	g	FALSE	ignore
onmouseup	image	FALSE	ignore
onmouseup	line	FALSE	ignore
onmouseup	path	FALSE	ignore
onmouseup	polygon	FALSE	ignore
onmouseup	polyline	FALSE	ignore
onmouseup	rect	FALSE	ignore
onmouseup	svg	FALSE	ignore
onmouseup	switch	FALSE	ignore
onmouseup	symbol	FALSE	ignore
onmouseup	text	FALSE	ignore
onmouseup	textPath	FALSE	ignore
onmouseup	tref	FALSE	ignore
onmouseup	tspan	FALSE	ignore
onmouseup	use	FALSE	ignore
onrepeat	animate	FALSE	ignore
onrepeat	animateColor	FALSE	ignore
onrepeat	animateMotion	FALSE	ignore
onrepeat	animateTransform	FALSE	ignore
onrepeat	set	FALSE	ignore
onresize	svg	FALSE	ignore
onscroll	svg	FALSE	ignore
onunload	svg	FALSE	ignore
onzoom	svg	FALSE	ignore
type	script	FALSE	ignore
xlink:href	script	FALSE	ignore
cx	circle	TRUE	ignore
cx	ellipse	TRUE	ignore
cy	circle	TRUE	ignore
cy	ellipse	TRUE	ignore
height	rect	TRUE	ignore
points	polygon	TRUE	cmm-wsp-list
points	polyline	TRUE	cmm-wsp-list
r	circle	TRUE	ignore
rx	ellipse	TRUE	ignore
rx	rect	TRUE	ignore
ry	ellipse	TRUE	ignore
ry	rect	TRUE	ignore
width	rect	TRUE	ignore
x	rect	TRUE	ignore
x1	line	TRUE	ignore
x2	line	TRUE	ignore
y	rect	TRUE	ignore
y1	line	TRUE	ignore
y2	line	TRUE	ignore
cx	radialGradient	TRUE	ignore
cy	radialGradient	TRUE	ignore
fx	radialGradient	TRUE	ignore
fy	radialGradient	TRUE	ignore
gradientTransform	linearGradient	TRUE	transform-list
gradientTransform	radialGradient	TRUE	transform-list
gradientUnits	linearGradient	TRUE	ignore
gradientUnits	radialGradient	TRUE	ignore
height	pattern	TRUE	ignore
offset	stop	TRUE	ignore
patternContentUnits	pattern	TRUE	ignore
patternTransform	pattern	TRUE	transform-list
patternUnits	pattern	TRUE	ignore
r	radialGradient	TRUE	ignore
spreadMethod	linearGradient	TRUE	ignore
spreadMethod	radialGradient	TRUE	ignore
width	pattern	TRUE	ignore
x	pattern	TRUE	ignore
x1	linearGradient	TRUE	ignore
x2	linearGradient	TRUE	ignore
xlink:href	linearGradient	TRUE	ignore
xlink:href	pattern	TRUE	ignore
xlink:href	radialGradient	TRUE	ignore
y	pattern	TRUE	ignore
y1	linearGradient	TRUE	ignore
y2	linearGradient	TRUE	ignore
d	path	TRUE	path-data-list
pathLength	path	TRUE	ignore
dx	altGlyph	TRUE	wsp-list
dx	glyphRef	FALSE	ignore
dx	text	TRUE	wsp-list
dx	tref	TRUE	wsp-list
dx	tspan	TRUE	wsp-list
dy	altGlyph	TRUE	wsp-list
dy	glyphRef	FALSE	ignore
dy	text	TRUE	wsp-list
dy	tref	TRUE	wsp-list
dy	tspan	TRUE	wsp-list
format	altGlyph	FALSE	cmm-list
format	glyphRef	FALSE	cmm-list
glyphRef	altGlyph	FALSE	cmm-list
glyphRef	glyphRef	FALSE	cmm-list
lengthAdjust	text	TRUE	ignore
lengthAdjust	textPath	TRUE	ignore
lengthAdjust	tref	TRUE	ignore
lengthAdjust	tspan	TRUE	ignore
method	textPath	TRUE	ignore
rotate	altGlyph	TRUE	wsp-list
rotate	text	TRUE	wsp-list
rotate	tref	TRUE	wsp-list
rotate	tspan	TRUE	wsp-list
spacing	textPath	TRUE	ignore
startOffset	textPath	TRUE	ignore
textLength	text	TRUE	ignore
textLength	textPath	TRUE	ignore
textLength	tref	TRUE	ignore
textLength	tspan	TRUE	ignore
x	altGlyph	TRUE	wsp-list
x	glyphRef	FALSE	ignore
x	text	TRUE	wsp-list
x	tref	TRUE	wsp-list
x	tspan	TRUE	wsp-list
xlink:href	altGlyph	FALSE	ignore
xlink:href	glyphRef	FALSE	ignore
xlink:href	textPath	TRUE	ignore
xlink:href	tref	TRUE	ignore
y	altGlyph	TRUE	wsp-list
y	glyphRef	FALSE	ignore
y	text	TRUE	wsp-list
y	tref	TRUE	wsp-list
y	tspan	TRUE	wsp-list
height	foreignObject	TRUE	ignore
width	foreignObject	TRUE	ignore
x	foreignObject	TRUE	ignore
y	foreignObject	TRUE	ignore
local	color-profile	FALSE	cmm-list
name	color-profile	FALSE	ignore
rendering-intent	color-profile	FALSE	ignore
xlink:href	color-profile	FALSE	ignore
markerHeight	marker	TRUE	ignore
markerUnits	marker	TRUE	ignore
markerWidth	marker	TRUE	ignore
orient	marker	TRUE	ignore
refX	marker	TRUE	ignore
refY	marker	TRUE	ignore
preserveAspectRatio	feImage	TRUE	wsp-list
preserveAspectRatio	image	TRUE	wsp-list
preserveAspectRatio	marker	TRUE	wsp-list
preserveAspectRatio	pattern	TRUE	wsp-list
preserveAspectRatio	svg	TRUE	wsp-list
preserveAspectRatio	symbol	TRUE	wsp-list
preserveAspectRatio	view	TRUE	wsp-list
transform	a	TRUE	transform-list
transform	circle	TRUE	transform-list
transform	clipPath	TRUE	transform-list
transform	defs	TRUE	transform-list
transform	ellipse	TRUE	transform-list
transform	foreignObject	TRUE	transform-list
transform	g	TRUE	transform-list
transform	image	TRUE	transform-list
transform	line	TRUE	transform-list
transform	path	TRUE	transform-list
transform	polygon	TRUE	transform-list
transform	polyline	TRUE	transform-list
transform	rect	TRUE	transform-list
transform	switch	TRUE	transform-list
transform	text	TRUE	transform-list
transform	use	TRUE	transform-list
viewBox	marker	TRUE	cmm-list
viewBox	pattern	TRUE	cmm-list
viewBox	svg	TRUE	cmm-list
viewBox	symbol	TRUE	cmm-list
viewBox	view	TRUE	cmm-list
target	a	TRUE	ignore
viewTarget	view	FALSE	ignore
xlink:actuate	a	FALSE	ignore
xlink:actuate	altGlyph	FALSE	ignore
xlink:actuate	animate	FALSE	ignore
xlink:actuate	animateColor	FALSE	ignore
xlink:actuate	animateMotion	FALSE	ignore
xlink:actuate	animateTransform	FALSE	ignore
xlink:actuate	color-profile	FALSE	ignore
xlink:actuate	cursor	FALSE	ignore
xlink:actuate	feImage	FALSE	ignore
xlink:actuate	filter	FALSE	ignore
xlink:actuate	font-face-uri	FALSE	ignore
xlink:actuate	glyphRef	FALSE	ignore
xlink:actuate	image	FALSE	ignore
xlink:actuate	mpath	FALSE	ignore
xlink:actuate	pattern	FALSE	ignore
xlink:actuate	script	FALSE	ignore
xlink:actuate	set	FALSE	ignore
xlink:actuate	use	FALSE	ignore
xlink:arcrole	a	FALSE	ignore
xlink:arcrole	altGlyph	FALSE	ignore
xlink:arcrole	animate	FALSE	ignore
xlink:arcrole	animateColor	FALSE	ignore
xlink:arcrole	animateMotion	FALSE	ignore
xlink:arcrole	animateTransform	FALSE	ignore
xlink:arcrole	color-profile	FALSE	ignore
xlink:arcrole	cursor	FALSE	ignore
xlink:arcrole	feImage	FALSE	ignore
xlink:arcrole	filter	FALSE	ignore
xlink:arcrole	font-face-uri	FALSE	ignore
xlink:arcrole	glyphRef	FALSE	ignore
xlink:arcrole	image	FALSE	ignore
xlink:arcrole	linearGradient	FALSE	ignore
xlink:arcrole	mpath	FALSE	ignore
xlink:arcrole	pattern	FALSE	ignore
xlink:arcrole	radialGradient	FALSE	ignore
xlink:arcrole	script	FALSE	ignore
xlink:arcrole	set	FALSE	ignore
xlink:arcrole	textPath	FALSE	ignore
xlink:arcrole	tref	FALSE	ignore
xlink:arcrole	use	FALSE	ignore
xlink:href	a	TRUE	ignore
xlink:role	a	FALSE	ignore
xlink:role	altGlyph	FALSE	ignore
xlink:role	animate	FALSE	ignore
xlink:role	animateColor	FALSE	ignore
xlink:role	animateMotion	FALSE	ignore
xlink:role	animateTransform	FALSE	ignore
xlink:role	color-profile	FALSE	ignore
xlink:role	cursor	FALSE	ignore
xlink:role	feImage	FALSE	ignore
xlink:role	filter	FALSE	ignore
xlink:role	font-face-uri	FALSE	ignore
xlink:role	glyphRef	FALSE	ignore
xlink:role	image	FALSE	ignore
xlink:role	linearGradient	FALSE	ignore
xlink:role	mpath	FALSE	ignore
xlink:role	pattern	FALSE	ignore
xlink:role	radialGradient	FALSE	ignore
xlink:role	script	FALSE	ignore
xlink:role	set	FALSE	ignore
xlink:role	textPath	FALSE	ignore
xlink:role	tref	FALSE	ignore
xlink:role	use	FALSE	ignore
xlink:show	a	FALSE	ignore
xlink:show	altGlyph	FALSE	ignore
xlink:show	animate	FALSE	ignore
xlink:show	animateColor	FALSE	ignore
xlink:show	animateMotion	FALSE	ignore
xlink:show	animateTransform	FALSE	ignore
xlink:show	color-profile	FALSE	ignore
xlink:show	cursor	FALSE	ignore
xlink:show	feImage	FALSE	ignore
xlink:show	filter	FALSE	ignore
xlink:show	font-face-uri	FALSE	ignore
xlink:show	glyphRef	FALSE	ignore
xlink:show	image	FALSE	ignore
xlink:show	mpath	FALSE	ignore
xlink:show	pattern	FALSE	ignore
xlink:show	script	FALSE	ignore
xlink:show	set	FALSE	ignore
xlink:show	use	FALSE	ignore
xlink:title	a	FALSE	ignore
xlink:title	altGlyph	FALSE	ignore
xlink:title	animate	FALSE	ignore
xlink:title	animateColor	FALSE	ignore
xlink:title	animateMotion	FALSE	ignore
xlink:title	animateTransform	FALSE	ignore
xlink:title	color-profile	FALSE	ignore
xlink:title	cursor	FALSE	ignore
xlink:title	feImage	FALSE	ignore
xlink:title	filter	FALSE	ignore
xlink:title	font-face-uri	FALSE	ignore
xlink:title	glyphRef	FALSE	ignore
xlink:title	image	FALSE	ignore
xlink:title	linearGradient	FALSE	ignore
xlink:title	mpath	FALSE	ignore
xlink:title	pattern	FALSE	ignore
xlink:title	radialGradient	FALSE	ignore
xlink:title	script	FALSE	ignore
xlink:title	set	FALSE	ignore
xlink:title	textPath	FALSE	ignore
xlink:title	tref	FALSE	ignore
xlink:title	use	FALSE	ignore
xlink:type	a	FALSE	ignore
xlink:type	altGlyph	FALSE	ignore
xlink:type	animate	FALSE	ignore
xlink:type	animateColor	FALSE	ignore
xlink:type	animateMotion	FALSE	ignore
xlink:type	animateTransform	FALSE	ignore
xlink:type	color-profile	FALSE	ignore
xlink:type	cursor	FALSE	ignore
xlink:type	feImage	FALSE	ignore
xlink:type	filter	FALSE	ignore
xlink:type	font-face-uri	FALSE	ignore
xlink:type	glyphRef	FALSE	ignore
xlink:type	image	FALSE	ignore
xlink:type	linearGradient	FALSE	ignore
xlink:type	mpath	FALSE	ignore
xlink:type	pattern	FALSE	ignore
xlink:type	radialGradient	FALSE	ignore
xlink:type	script	FALSE	ignore
xlink:type	set	FALSE	ignore
xlink:type	textPath	FALSE	ignore
xlink:type	tref	FALSE	ignore
xlink:type	use	FALSE	ignore
x	cursor	TRUE	ignore
xlink:href	cursor	TRUE	ignore
y	cursor	TRUE	ignore
zoomAndPan	svg	FALSE	ignore
zoomAndPan	view	FALSE	ignore
