attr	element	anim	link	page	loc	val	lnk	treatValueAs
systemLanguage	altGlyph	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	animate	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	animateColor	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	animateMotion	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	animateTransform	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	circle	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	clipPath	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	cursor	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	defs	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	ellipse	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	foreignObject	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	g	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	image	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	line	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	mask	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	path	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	pattern	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	polygon	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	polyline	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	rect	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	set	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	svg	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	switch	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	text	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	textPath	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	tref	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	tspan	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
systemLanguage	use	FALSE	struct.html#SystemLanguageAttribute	struct.html	SystemLanguageAttribute	The attribute value is a comma-separated list of language names as defined in BCP 47 [BCP47].	http://www.ietf.org/rfc/bcp/bcp47.txt	cmm-list
version	svg	FALSE	struct.html#SVGElementVersionAttribute	struct.html	SVGElementVersionAttribute	<number>	types.html#DataTypeNumber	ignore
width	image	TRUE	struct.html#ImageElementWidthAttribute	struct.html	ImageElementWidthAttribute	<length>	types.html#DataTypeLength	ignore
width	svg	TRUE	struct.html#SVGElementWidthAttribute	struct.html	SVGElementWidthAttribute	<length>	types.html#DataTypeLength	ignore
width	use	TRUE	struct.html#UseElementWidthAttribute	struct.html	UseElementWidthAttribute	<length>	types.html#DataTypeLength	ignore
x	image	TRUE	struct.html#ImageElementXAttribute	struct.html	ImageElementXAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
x	svg	TRUE	struct.html#SVGElementXAttribute	struct.html	SVGElementXAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
x	use	TRUE	struct.html#UseElementXAttribute	struct.html	UseElementXAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
xlink:href	image	TRUE	struct.html#ImageElementHrefAttribute	struct.html	ImageElementHrefAttribute	<iri>	types.html#DataTypeIRI	ignore
xlink:href	use	TRUE	struct.html#UseElementHrefAttribute	struct.html	UseElementHrefAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	a	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	altGlyph	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	altGlyphDef	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	altGlyphItem	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	animate	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	animateColor	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	animateMotion	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	animateTransform	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	circle	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	clipPath	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	color-profile	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	cursor	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	defs	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	desc	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	ellipse	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feBlend	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feColorMatrix	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feComponentTransfer	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feComposite	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feConvolveMatrix	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feDiffuseLighting	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feDisplacementMap	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feDistantLight	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feFlood	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feFuncA	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feFuncB	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feFuncG	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feFuncR	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feGaussianBlur	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feImage	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feMerge	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feMergeNode	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feMorphology	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feOffset	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	fePointLight	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feSpecularLighting	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feSpotLight	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feTile	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	feTurbulence	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	filter	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	font	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	font-face	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	font-face-format	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	font-face-name	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	font-face-src	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	font-face-uri	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	foreignObject	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	g	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	glyph	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	glyphRef	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	hkern	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	image	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	line	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	linearGradient	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	marker	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	mask	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	metadata	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	missing-glyph	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	mpath	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	path	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	pattern	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	polygon	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	polyline	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	radialGradient	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	rect	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	script	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	set	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	stop	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	style	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	svg	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	switch	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	symbol	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	text	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	textPath	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	title	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	tref	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	tspan	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	use	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	view	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:base	vkern	FALSE	struct.html#XMLBaseAttribute	struct.html	XMLBaseAttribute	<iri>	types.html#DataTypeIRI	ignore
xml:lang	a	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	altGlyph	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	altGlyphDef	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	altGlyphItem	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	animate	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	animateColor	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
